question_id,poll_id,cycle,state,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,sample_size,population,population_full,methodology,office_type,seat_number,seat_name,start_date,end_date,election_date,sponsor_candidate,internal,partisan,tracking,nationwide_batch,ranked_choice_reallocated,created_at,notes,url,stage,race_id,answer,candidate_id,candidate_name,candidate_party,pct,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Wright,19156,Susan Wright,REP,17,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,16,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Bean,19158,Lydia Bean,DEM,7,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,5,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Harrison,19169,Brian Harrison,REP,12,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Moses,19161,Patrick Moses,DEM,3,,
140666,74672,2021,Texas,1231,Meeting Street Insights,234,Washington Free Beacon,Meeting Street Insights,204,Meeting Street Insights,B/C,400,rv,rv,Live Phone,U.S. House,6,District 6,04-11-2021,4/13/21,05-01-2021,,FALSE,,,FALSE,FALSE,4/19/21 10:38,,https://freebeacon.com/politics/poll-in-tx-06-special-its-anybodys-game/,jungle primary,9439,Rodimer,19170,Daniel Stephen Rodimer,REP,2,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,16,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Wright,19156,Susan Wright,REP,22,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,13,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Harrison,19169,Brian Harrison,REP,10,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Bean,19158,Lydia Bean,DEM,9,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,10,,
140746,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,05-01-2021,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,jungle primary,9439,Mizher,19160,Adrian Mizher,IND,2,,
140747,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,7/27/21,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,runoff,9442,Sanchez,19155,Jana Lynne Sanchez,DEM,43,,
140747,74698,2021,Texas,1515,Data for Progress,"1,63,01,631",Boot Texas Republicans | Way to Lead PAC,Data for Progress,522,Data for Progress,B,344,lv,lv,Online/Text,U.S. House,6,District 6,04-05-2021,04-12-2021,7/27/21,,FALSE,DEM,,FALSE,FALSE,4/23/21 13:32,,https://www.dataforprogress.org/blog/tx-06-special-election,runoff,9442,Wright,19156,Susan Wright,REP,53,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,9,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Wright,19156,Susan Wright,REP,18,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,8,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Bean,19158,Lydia Bean,DEM,6,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,4,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Harrison,19169,Brian Harrison,REP,6,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Rodimer,19170,Daniel Stephen Rodimer,REP,1,,
140311,74547,2021,Texas,178,Global Strategy Group,,,Global Strategy Group,118,Global Strategy Group,B/C,500,lv,lv,Live Phone,U.S. House,6,District 6,03-11-2021,3/16/21,05-01-2021,Lydia Bean,TRUE,DEM,,FALSE,FALSE,3/23/21 09:28,,https://twitter.com/JacobRubashkin/status/1374047108991451145?s=20,jungle primary,9439,Moses,19161,Patrick Moses,DEM,2,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Sanchez,19155,Jana Lynne Sanchez,DEM,17,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Wright,19156,Susan Wright,REP,21,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Ellzey,19157,Jake K. Ellzey,REP,8,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Bean,19158,Lydia Bean,DEM,5,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Lassiter,19159,Shawn Lassiter,DEM,3,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Mizher,19160,Adrian Mizher,IND,3,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Moses,19161,Patrick Moses,DEM,2,,
140278,74529,2021,Texas,1380,Victoria Research & Consulting,,,Victoria Research & Consulting,369,Victoria Research & Consulting,B/C,450,lv,lv,Live Phone/Online,U.S. House,6,District 6,03-09-2021,03-12-2021,05-01-2021,Jana Lynne Sanchez,TRUE,DEM,,FALSE,FALSE,3/19/21 11:39,,https://www.insideelections.com/news/article/new-poll-in-texas-special-election-tx-06,jungle primary,9439,Kim,19162,Sery Kim,REP,1,,
140138,74472,2021,Louisiana,1518,Edgewater Research/My People Vote,,,Edgewater Research/My People Vote,530,Edgewater Research/My People Vote,B/C,651,lv,lv,IVR/Live Phone,U.S. House,2,District 2,03-02-2021,03-07-2021,3/20/21,,FALSE,,,FALSE,FALSE,03-10-2021 21:22,,https://htv-prod-media.s3.amazonaws.com/files/2nd-congressional-district-report-1615416394.pdf,jungle primary,9433,Carter,18939,Troy A. Carter,DEM,35,,
140138,74472,2021,Louisiana,1518,Edgewater Research/My People Vote,,,Edgewater Research/My People Vote,530,Edgewater Research/My People Vote,B/C,651,lv,lv,IVR/Live Phone,U.S. House,2,District 2,03-02-2021,03-07-2021,3/20/21,,FALSE,,,FALSE,FALSE,03-10-2021 21:22,,https://htv-prod-media.s3.amazonaws.com/files/2nd-congressional-district-report-1615416394.pdf,jungle primary,9433,Peterson,18940,Karen Carter Peterson,DEM,24,,
140138,74472,2021,Louisiana,1518,Edgewater Research/My People Vote,,,Edgewater Research/My People Vote,530,Edgewater Research/My People Vote,B/C,651,lv,lv,IVR/Live Phone,U.S. House,2,District 2,03-02-2021,03-07-2021,3/20/21,,FALSE,,,FALSE,FALSE,03-10-2021 21:22,,https://htv-prod-media.s3.amazonaws.com/files/2nd-congressional-district-report-1615416394.pdf,jungle primary,9433,Chambers,18941,Gary Chambers,DEM,11,,
139993,74439,2021,Louisiana,1670,Silas Lee,,,Silas Lee,668,Silas Lee,,650,lv,lv,Live Phone,U.S. House,2,District 2,02-12-2021,2/14/21,3/20/21,Troy A. Carter,TRUE,DEM,,FALSE,FALSE,03-02-2021 20:31,,https://midcitymessenger.com/2021/03/02/troy-carter-leads-congressional-field-pollster-silas-lee-finds/,jungle primary,9433,Peterson,18940,Karen Carter Peterson,DEM,19,,
139993,74439,2021,Louisiana,1670,Silas Lee,,,Silas Lee,668,Silas Lee,,650,lv,lv,Live Phone,U.S. House,2,District 2,02-12-2021,2/14/21,3/20/21,Troy A. Carter,TRUE,DEM,,FALSE,FALSE,03-02-2021 20:31,,https://midcitymessenger.com/2021/03/02/troy-carter-leads-congressional-field-pollster-silas-lee-finds/,jungle primary,9433,Carter,18939,Troy A. Carter,DEM,28,,2704
139993,74439,2021,Louisiana,1670,Silas Lee,,,Silas Lee,668,Silas Lee,,650,lv,lv,Live Phone,U.S. House,2,District 2,02-12-2021,2/14/21,3/20/21,Troy A. Carter,TRUE,DEM,,FALSE,FALSE,03-02-2021 20:31,,https://midcitymessenger.com/2021/03/02/troy-carter-leads-congressional-field-pollster-silas-lee-finds/,jungle primary,9433,Chambers,18941,Gary Chambers,DEM,6,,336
139993,74439,2021,Louisiana,1670,Silas Lee,,,Silas Lee,668,Silas Lee,,650,lv,lv,Live Phone,U.S. House,2,District 2,02-12-2021,2/14/21,3/20/21,Troy A. Carter,TRUE,DEM,,FALSE,FALSE,03-02-2021 20:31,,https://midcitymessenger.com/2021/03/02/troy-carter-leads-congressional-field-pollster-silas-lee-finds/,jungle primary,9433,Ontiveros,18942,Desiree Ontiveros,DEM,2,,3040
139993,74439,2021,Louisiana,1670,Silas Lee,,,Silas Lee,668,Silas Lee,,650,lv,lv,Live Phone,U.S. House,2,District 2,02-12-2021,2/14/21,3/20/21,Troy A. Carter,TRUE,DEM,,FALSE,FALSE,03-02-2021 20:31,,https://midcitymessenger.com/2021/03/02/troy-carter-leads-congressional-field-pollster-silas-lee-finds/,jungle primary,9433,Bernard,18943,Claston Bernard,REP,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,34,34,0,0,0,9,0,0,0,2,0,0,0,0,0,0,53,0,44,80,0,0,0,80,0,0,0,0,0,0,0,0,336,
